ZIP Code,Total Population,Poverty Count,Median Household Income,SNAP Households,White Population,Black Population,American Indian Population,Asian Population,Pacific Islander Population,Other Race Population,Two or More Races Population,High School Graduate,Bachelor's Degree,Master's Degree,Doctorate Degree
08204,16890,1305,80782.0,492,15319,372,13,127,0,189,870,3322,3410,1066,160
08205,28236,2026,88636.0,936,18627,2086,21,2489,0,1756,3257,5444,4667,2079,248
08210,17278,1599,93855.0,707,14365,1297,0,261,0,359,996,3622,2783,861,195
08212,155,19,88333.0,0,119,27,0,6,0,0,3,13,38,48,2
08215,13921,821,84630.0,537,9732,2790,6,88,0,452,853,3780,1483,708,77
08217,38,17,,21,38,0,0,0,0,0,0,0,0,0,0
08221,6954,196,135904.0,64,5828,137,55,330,28,110,466,756,1636,757,68
08223,4063,115,100000.0,55,3602,37,32,46,0,30,316,631,831,570,44
08224,158,0,99583.0,8,150,0,0,0,0,0,8,39,28,9,0
08225,8427,364,104042.0,80,6570,254,0,780,0,221,602,1227,1745,801,53
08226,11260,887,101782.0,167,9748,251,4,35,0,1028,194,1780,2736,1488,136
08230,5998,126,110667.0,31,5749,13,0,40,0,58,138,1176,1122,465,26
08232,20200,4609,52476.0,1663,2814,7028,116,537,0,5340,4365,4482,1080,184,108
08234,46856,4685,96604.0,1544,27600,4473,235,5966,34,4278,4270,9481,8020,2416,182
08240,2812,0,,0,1804,377,0,299,0,52,280,16,62,4,0
08241,1047,18,130417.0,2,989,1,0,8,0,2,47,185,170,74,16
08242,4021,355,97831.0,224,2966,262,0,23,0,321,449,934,532,350,0
08243,2079,98,98860.0,14,2011,3,0,0,0,0,65,427,489,294,23
08244,10611,1174,67500.0,423,7844,950,15,470,0,196,1136,2168,1373,787,72
08245,30,0,,0,30,0,0,0,0,0,0,30,0,0,0
08246,53,0,,0,53,0,0,0,0,0,0,27,0,26,0
08247,936,43,133929.0,2,915,1,0,6,0,5,9,120,329,160,32
08248,134,0,106840.0,0,134,0,0,0,0,0,0,0,20,53,0
08251,10360,1273,76433.0,613,9463,0,0,4,0,256,637,2717,1292,485,0
08260,12913,1572,71549.0,844,10912,454,134,22,0,486,905,3770,1768,838,135
08270,8239,806,95033.0,264,6622,518,10,65,0,148,876,1991,1081,369,38
08302,47003,9819,60301.0,2562,18321,12153,964,538,5,6135,8887,11268,2492,990,152
08310,1236,131,46188.0,152,1003,68,4,0,0,129,32,477,90,58,0
08311,1656,270,74352.0,140,1259,112,63,40,0,56,126,532,94,90,0
08312,8395,622,88448.0,380,5642,1801,26,21,0,509,396,1954,797,390,43
08314,503,59,,10,503,0,0,0,0,0,0,239,12,25,0
08316,78,28,100875.0,0,78,0,0,0,0,0,0,17,8,8,0
08317,1292,147,103945.0,0,1043,139,0,0,0,3,107,418,130,83,0
08318,12149,1170,87551.0,244,10094,892,56,110,0,148,849,3184,1350,643,51
08319,1269,42,115294.0,14,1185,35,0,0,0,22,27,275,219,63,6
08320,1065,0,,0,593,352,44,59,0,0,17,332,16,0,0
08321,153,0,52500.0,5,153,0,0,0,0,0,0,63,28,0,0
08322,10391,855,117602.0,232,7998,1057,2,123,0,391,820,2390,1164,359,66
08323,736,53,87000.0,18,649,16,5,4,0,0,62,140,97,68,10
08324,216,0,86538.0,0,216,0,0,0,0,0,0,104,34,0,0
08326,1430,103,74891.0,9,1123,0,0,14,0,206,87,269,190,42,0
08327,3505,34,60556.0,0,1205,1612,6,18,0,633,31,1311,99,14,0
08328,1554,126,108750.0,30,1456,98,0,0,0,0,0,490,78,31,0
08329,219,18,63848.0,0,149,0,0,14,0,0,56,18,81,18,0
08330,30009,2381,82981.0,1156,17866,4788,24,1325,0,2150,3856,6521,4625,1566,60
08332,35214,4542,65825.0,2364,23382,5323,91,566,5,2012,3835,7894,3120,1043,113
08340,876,8,72813.0,0,831,45,0,0,0,0,0,150,124,0,18
08341,2002,147,68462.0,57,1069,97,0,342,7,180,307,287,131,69,7
08343,4438,147,143561.0,17,3972,161,0,55,0,211,39,1025,757,252,29
08344,5296,196,73340.0,149,4251,388,0,12,0,308,337,1277,694,279,6
08345,801,128,64076.0,25,759,6,0,8,0,11,17,296,61,30,0
08346,444,0,79464.0,0,210,151,0,14,0,0,69,122,62,0,0
08348,191,0,,0,191,0,0,0,0,0,0,56,48,0,0
08349,2400,277,55893.0,252,1686,460,64,0,0,18,172,717,83,0,0
08350,859,32,152525.0,0,663,80,0,0,0,0,116,270,132,0,0
08352,224,0,,0,20,72,0,12,0,113,7,20,39,17,0
08353,283,10,86250.0,13,200,3,4,63,0,0,13,79,40,3,0
08360,44276,7054,62604.0,2912,20979,5970,95,523,5,9188,7516,8480,3561,1003,63
08361,18375,1635,103482.0,477,12270,2056,405,482,0,706,2456,2258,2874,1431,315
08401,38744,12796,36375.0,4757,7921,12509,618,6225,0,7345,4126,7544,3665,842,107
08402,5260,325,114417.0,30,4985,3,0,120,0,10,142,600,1204,714,154
08403,1012,61,103295.0,0,950,0,0,30,0,0,32,221,243,111,52
08406,8962,951,75034.0,266,6834,286,24,823,0,228,767,2022,1634,819,109
08501,6297,313,133015.0,15,5495,152,1,399,0,36,214,827,1536,1016,80
08502,12081,278,223444.0,40,5244,346,32,5532,0,379,548,569,2762,2043,960
08505,18913,1002,111946.0,41,13712,1810,1,1106,0,275,2009,3067,3683,1662,119
08510,5383,159,201875.0,0,3512,31,0,591,0,346,903,510,1564,413,93
08511,885,24,79145.0,0,614,47,0,17,0,57,150,145,118,90,10
08512,12511,869,115255.0,174,6742,1247,13,3272,0,342,895,1718,2757,1807,333
08514,5270,376,118854.0,0,4732,26,0,254,0,0,258,972,1012,294,111
08515,8167,234,193783.0,0,4549,458,0,2676,0,121,363,807,2075,1260,31
08518,5830,453,102321.0,154,4337,395,0,446,0,140,512,1042,636,261,13
08520,29321,1601,116282.0,447,16185,2562,17,5587,0,1807,3163,4787,5258,3295,448
08525,4567,78,157868.0,28,3790,149,0,141,8,23,456,618,1207,659,241
08527,58366,4615,109059.0,1166,46938,2465,17,1936,0,2521,4489,10296,9740,4117,516
08528,331,0,,0,314,0,0,17,0,0,0,61,63,141,0
08530,8146,198,121667.0,110,6830,449,4,112,0,100,651,1032,1937,1232,123
08533,6892,313,101982.0,69,6205,64,0,0,0,1,622,1345,896,475,48
08534,13174,473,180491.0,120,9919,135,74,2434,0,74,538,821,3034,2028,767
08535,4971,141,195278.0,37,4358,44,0,245,0,199,125,560,1263,497,37
08536,20558,462,128426.0,192,5550,1526,0,12326,0,144,1012,811,5349,4389,1316
08540,49499,3787,169898.0,411,26731,2788,148,15459,12,1052,3309,1658,10838,9730,4026
08542,2415,95,104694.0,31,1348,275,197,299,0,18,278,177,565,463,332
08544,4548,44,,0,2460,435,46,1127,0,26,454,0,173,107,0
08550,20876,528,206658.0,164,8010,351,125,10970,0,187,1233,835,4595,5564,1601
08551,5950,49,154966.0,13,5367,6,14,354,0,28,181,677,1624,710,157
08553,814,35,127344.0,0,696,7,0,33,0,33,45,65,202,86,52
08554,3661,258,84458.0,84,2647,383,10,453,0,52,116,774,543,70,15
08555,1059,8,112614.0,10,865,7,0,14,0,6,167,116,167,108,14
08558,7236,165,240968.0,13,4270,503,32,1897,0,73,461,511,1588,1393,525
08559,4608,138,157194.0,19,4164,8,23,33,0,94,286,455,1387,651,61
08560,3334,216,126726.0,17,2909,24,0,195,0,24,182,701,723,314,70
08561,381,0,,0,253,14,0,38,0,76,0,76,12,40,51
08562,4301,636,89766.0,246,3023,271,0,24,0,31,952,843,655,165,5
08608,1118,242,,146,74,638,17,1,0,312,76,191,97,71,27
08609,13000,2768,56932.0,1036,1686,5698,117,178,0,3745,1576,2938,710,115,28
08610,33387,2925,87159.0,1083,16653,5337,316,1063,19,5711,4288,7942,4197,1207,124
08611,32786,7875,50806.0,2862,8531,7437,1149,200,0,9613,5856,6464,2545,711,30
08618,37162,7517,48179.0,3489,8564,22395,208,1140,11,2346,2498,7585,3284,1590,300
08619,23512,1268,104922.0,182,16884,2253,0,1445,25,733,2172,3963,5260,2083,288
08620,11949,1159,108732.0,261,9151,1273,0,237,0,400,888,2242,1999,382,80
08628,9479,741,101075.0,96,6468,1713,0,483,0,139,676,1502,2538,1303,153
08629,13015,1131,81367.0,504,2190,4725,0,236,0,5029,835,2754,870,320,0
08638,23373,4829,65650.0,1236,8282,10292,204,378,0,2465,1752,4444,3095,1270,240
08640,8034,167,98259.0,22,4786,2507,20,157,6,150,408,1816,727,166,16
08641,4491,123,79423.0,37,3261,564,15,107,2,167,375,274,519,279,17
08648,31142,1642,118036.0,265,18631,4247,54,4417,0,865,2928,3213,6494,4515,950
08690,18996,702,122665.0,172,16201,436,7,1300,9,284,759,2974,4597,1746,187
08691,16924,673,129900.0,244,10712,517,1,4585,0,223,886,1791,4214,2790,232
08701,136784,33277,62811.0,5184,117741,2714,1319,1038,11,7743,6218,16461,10486,6447,501
08720,774,38,218173.0,0,706,24,0,18,0,0,26,117,172,58,5
08721,22464,1729,104361.0,399,19331,539,0,869,0,380,1345,5073,3186,1027,56
08722,11002,558,102043.0,282,9045,432,0,123,56,473,873,2308,1533,578,0
08723,32033,1818,103953.0,567,26896,519,220,260,0,1175,2963,7972,4929,1739,145
08724,41573,1988,98771.0,519,34222,2005,9,965,0,1458,2914,9206,7351,3053,294
08730,4960,67,167754.0,0,4666,30,73,58,0,38,95,372,1340,627,58
08731,21136,1077,93267.0,139,18959,186,112,151,0,481,1247,4631,3604,1019,12
08732,1552,12,107837.0,0,1454,33,0,3,0,6,56,213,356,198,37
08733,2864,269,80792.0,113,2000,254,29,131,0,35,415,747,237,111,5
08734,8028,115,121033.0,123,7680,80,0,0,0,14,254,1806,1182,499,44
08735,3435,120,85265.0,31,3080,0,0,13,0,0,342,692,926,441,24
08736,13056,371,170042.0,17,12084,5,96,105,0,141,625,989,4034,1733,124
08738,1371,20,218667.0,0,1303,1,0,51,0,3,13,122,432,183,30
08740,1768,66,75278.0,57,1607,19,0,42,0,0,100,506,301,105,9
08741,2769,84,140034.0,16,2505,62,3,38,0,45,116,363,753,223,26
08742,25558,1316,111983.0,163,22786,152,356,143,37,705,1379,3628,6656,2623,184
08750,3624,98,150357.0,0,3331,86,1,29,0,0,177,239,1275,412,41
08751,3625,765,75000.0,321,3229,0,9,26,0,151,210,740,750,351,36
08752,2254,235,75865.0,8,2110,44,0,65,0,4,31,425,643,353,40
08753,64788,3904,101648.0,1221,52768,2252,54,2326,0,2742,4646,13471,11355,4218,519
08755,29266,1915,81077.0,679,22339,2544,41,1307,0,768,2267,6454,3890,1907,138
08757,35652,3249,56133.0,1278,28181,2245,250,635,24,1194,3123,12051,4135,1218,198
08758,8010,575,103877.0,140,7345,115,0,80,0,40,430,1601,1368,428,90
08759,34290,2751,55000.0,1335,30297,1304,0,743,0,697,1249,12251,4561,2154,412
08801,7391,226,144060.0,8,5499,705,0,402,0,255,530,675,1888,1015,142
08802,4604,86,131012.0,27,4152,25,0,64,0,78,285,822,1147,289,69
08804,3066,262,106250.0,73,2456,304,2,10,0,7,287,460,733,147,29
08805,14153,1276,84201.0,382,6213,1176,192,541,16,4002,2013,2653,1995,771,226
08807,38438,1545,165983.0,407,22064,1301,65,10198,17,1944,2849,4434,8645,6002,1022
08809,6838,350,127169.0,129,5148,301,0,618,0,242,529,897,1449,700,161
08810,8241,178,141308.0,78,2266,553,0,4552,46,200,624,698,2177,1490,120
08812,14177,2155,119534.0,390,6558,519,0,2352,0,2936,1812,2024,2787,897,187
08816,48965,2267,141731.0,933,24568,2707,36,14418,12,3111,4113,5110,10509,6856,1017
08817,47924,3373,109734.0,1231,15557,5136,80,18614,0,4053,4484,6781,9763,5281,375
08820,39392,1375,168453.0,603,7343,2052,53,27581,109,728,1526,2748,9598,7701,642
08821,375,0,122857.0,0,348,27,0,0,0,0,0,74,55,42,0
08822,32002,1322,137698.0,395,25130,967,74,2122,0,1429,2280,3664,7545,4098,784
08823,8873,632,109182.0,266,2077,1638,82,3572,0,581,923,798,2219,1102,94
08824,13866,342,180888.0,169,6266,578,12,5665,0,519,826,1206,3656,2130,313
08825,4639,228,104750.0,73,3939,5,4,174,0,99,418,646,946,489,129
08826,5255,333,119576.0,45,4497,183,4,55,14,94,408,864,1113,609,82
08827,4139,231,128589.0,110,3678,19,3,108,0,107,224,608,969,303,107
08828,2317,67,104143.0,77,1762,132,0,234,0,40,149,397,510,189,27
08829,3584,136,116424.0,31,2731,132,0,361,0,103,257,622,782,375,59
08830,19151,1223,112615.0,437,4714,1557,33,10441,0,1274,1132,2404,3874,3113,147
08831,54608,2195,108741.0,569,37343,1214,30,12537,0,1475,2009,8948,13039,7133,776
08832,2793,677,65948.0,288,1401,150,0,57,0,968,217,467,80,70,0
08833,8772,177,163500.0,26,7999,16,0,154,0,37,566,1205,2196,1149,280
08835,10870,1335,93872.0,213,6703,909,156,304,0,1668,1130,2526,1528,620,15
08836,4326,52,237935.0,0,3043,2,0,556,0,58,667,251,1222,582,126
08837,19954,929,107948.0,347,6527,2437,129,7729,0,1305,1827,2367,4000,2672,310
08840,17934,834,150938.0,180,10737,1009,10,3385,0,586,2207,1722,4076,2681,364
08844,43708,1234,153785.0,484,27929,1443,561,9311,0,1047,3417,4796,10178,6554,1134
08846,14518,1155,107063.0,281,8814,1034,226,1692,0,1434,1318,3211,2466,844,103
08848,8376,386,129509.0,79,8014,79,1,43,4,42,193,1149,1781,723,59
08850,8442,122,127331.0,281,6439,355,0,442,0,394,812,1116,1936,593,141
08852,17333,1034,121771.0,261,5194,1301,38,8774,0,932,1094,1503,4109,3183,396
08853,5415,11,213074.0,55,3684,676,0,422,0,53,580,344,1535,812,264
08854,60405,2766,126331.0,1203,19626,12298,145,19850,0,4828,3658,6769,10906,5852,1049
08857,40409,3162,101192.0,876,27192,2732,52,5381,0,1741,3311,8530,7106,3095,192
08858,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
08859,24284,1471,96593.0,878,12619,3089,109,4590,0,1142,2735,4611,4259,1865,151
08861,58264,11093,60464.0,4452,19205,4352,1654,1364,17,22489,9183,11200,4247,1395,124
08863,13052,665,116250.0,301,6490,1489,190,2476,0,1129,1278,1945,2491,954,73
08865,31078,3980,78519.0,1900,22873,3200,345,901,21,858,2880,7108,4377,1997,217
08867,5411,80,192150.0,12,4700,0,0,522,0,0,189,563,1316,634,115
08869,8192,571,103699.0,129,4325,318,24,1577,0,543,1405,1375,1423,748,159
08872,20040,1233,97204.0,442,9393,3902,25,3772,12,1615,1321,4136,3482,1252,10
08873,55862,3544,117866.0,935,17797,16110,66,11337,0,5622,4930,6392,11699,8002,1267
08876,22902,1270,120823.0,537,15377,1850,87,2861,0,1243,1484,3063,5992,2771,365
08879,23263,2400,98000.0,650,13867,2891,31,2115,0,1157,3202,4895,3412,1654,81
08880,4833,794,102019.0,120,2250,661,9,145,0,803,965,858,615,151,33
08882,16007,1803,101853.0,428,9298,1886,151,681,30,2567,1394,2876,2147,1033,43
08884,8133,279,101125.0,209,6433,117,40,620,0,348,575,1751,1364,616,22
08886,6493,317,157850.0,29,4927,433,7,557,0,109,460,909,1423,648,17
08887,1377,84,104091.0,71,786,79,11,32,0,8,461,130,227,99,0
08889,10539,409,147048.0,202,8959,82,0,622,0,43,833,1483,2872,1658,88
08890,38,0,,0,0,19,0,19,0,0,0,0,0,0,0
08901,56766,15130,60248.0,3290,21560,7337,4067,4970,0,13415,5417,6740,3537,1873,415
08902,43146,3220,117671.0,1306,12589,9206,156,9908,40,7821,3426,5559,8069,4524,426
08904,14981,1381,101991.0,530,8884,824,323,3037,0,920,993,991,3449,2390,1208
10001,29079,4293,123393.0,1572,15893,3070,32,5228,0,1653,3203,1256,9424,5018,542
10002,75517,18611,46525.0,11797,23597,7074,262,27700,73,9006,7805,7755,15771,5620,611
10003,53825,5614,153750.0,1018,36193,2367,68,9639,29,1366,4163,1502,16346,7964,1956
10004,3875,157,220592.0,0,2460,278,0,923,0,33,181,39,1283,839,160
10005,9238,424,211810.0,26,6254,405,0,1311,0,433,835,299,3703,1377,134
10006,4475,580,209972.0,0,2932,271,0,1058,0,127,87,163,1499,741,154
10007,7802,232,,112,5593,704,0,1179,0,76,250,196,2936,1362,46
10009,58341,11359,87963.0,5560,32293,5002,185,7533,18,6802,6508,4114,18161,9037,1592
10010,31905,2696,156127.0,1170,20884,2912,112,4517,6,749,2725,1360,10844,4862,676
10011,49344,4295,146571.0,1260,35340,1950,60,5118,0,2516,4360,2451,16396,10511,1874
10012,21846,2299,130938.0,469,15076,715,66,3780,0,718,1491,596,8539,3173,1363
10013,28215,2609,159474.0,1481,15873,1053,14,8621,0,680,1974,1777,9773,3520,421
10014,29772,1896,167254.0,450,24317,907,58,1516,0,480,2494,1150,12875,6176,976
10016,54297,5180,153065.0,1186,33663,2534,65,10830,15,1011,6179,1980,17897,10700,1738
10017,14985,1522,132518.0,262,10102,491,28,2736,15,586,1027,519,5439,3426,1214
10018,8764,1434,133042.0,377,3871,874,189,2402,0,587,841,395,3107,1774,271
10019,44276,4682,121835.0,2296,26883,2740,239,8151,60,1976,4227,2655,16804,9568,1089
10020,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
10021,39479,1941,156712.0,815,32620,232,0,3888,55,1084,1600,1745,12393,6616,1822
10022,34340,2265,171038.0,247,26374,672,27,4026,0,914,2327,1707,10937,8409,1568
10023,67468,5658,157866.0,1956,45595,3139,99,10948,0,2700,4987,2324,20448,14115,2889
10024,62576,4788,182614.0,755,50685,1883,51,2973,0,3383,3601,1962,17492,14919,2754
10025,93223,13351,109195.0,4404,53927,9864,111,9406,0,9068,10847,5389,20536,17867,3988
10026,37113,6551,74140.0,2589,9819,17758,29,2369,0,3032,4106,4227,7474,5035,1082
10027,65068,13545,64220.0,4850,19634,23503,375,6669,48,9253,5586,6389,10626,7645,2353
10028,45679,2299,168125.0,887,38602,744,9,3177,0,670,2477,1455,12638,10775,2239
10029,74848,22134,38308.0,10154,15835,23634,411,8940,5,16835,9188,10098,10912,5574,1308
10030,30781,10015,42738.0,4478,4659,17951,107,1521,5,4021,2517,3479,4282,2728,258
10031,60305,13718,65067.0,6137,12743,17393,351,2621,0,14798,12399,7183,11576,5727,1014
10032,55579,10884,56588.0,6448,12018,9029,268,2789,66,23681,7728,6099,10220,4297,1111
10033,53611,8953,75585.0,5504,17974,3801,1162,1817,0,18382,10475,4774,8729,5567,1039
10034,39037,5687,69786.0,5045,10488,4360,885,1265,0,14022,8017,4542,6276,3596,916
10035,39082,14181,40556.0,4630,7992,14923,664,2260,48,8232,4963,5518,5116,2308,383
10036,30589,4155,100225.0,2136,17012,2474,29,4670,88,1818,4498,1797,10594,5462,416
10037,18333,5049,51250.0,2190,2574,11736,77,775,0,1068,2103,2664,3697,1997,208
10038,23342,3939,115121.0,1803,10416,2604,43,6875,26,1233,2145,1363,6413,2951,289
10039,30512,8592,48792.0,3899,3183,16742,143,446,0,4390,5608,4673,3846,1752,87
10040,41581,6741,64022.0,4328,11008,2780,514,731,10,20024,6514,5414,6778,4148,691
10044,11998,1293,106146.0,435,5063,1772,0,3538,0,709,916,718,2540,2306,964
10065,31047,1860,160938.0,351,23642,680,0,4055,0,683,1987,1090,10354,5409,1673
10069,6669,1771,226151.0,314,3036,203,0,1947,0,1058,425,174,1823,1777,365
10075,23865,2959,146556.0,158,19737,196,0,2276,195,250,1211,968,6781,5550,1528
10103,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
10110,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
10111,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
10112,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
10115,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
10119,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
10128,59000,5011,148705.0,1833,41579,3173,106,6166,72,2686,5218,3097,16442,11731,2941
10152,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
10153,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
10154,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
10162,1769,79,110349.0,0,1577,19,0,51,0,15,107,313,417,320,68
10165,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
10167,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
10168,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
10169,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
10170,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
10171,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
10172,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
10173,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
10174,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
10177,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
10199,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
10271,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
10278,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
10279,181,0,,0,100,0,0,0,0,0,81,0,79,0,0
10280,8668,303,206250.0,177,5333,161,200,2463,0,77,434,287,3029,1821,507
10282,5960,381,,63,4207,145,0,903,0,34,671,249,1373,1495,92
10301,39799,6808,84937.0,2718,17504,9748,318,3050,0,2931,6248,5932,5215,3855,486
10302,19693,3939,76089.0,1128,6572,4435,319,1180,28,4122,3037,3299,2283,1317,59
10303,25993,4829,79429.0,1933,6824,9294,84,2607,0,2764,4420,3913,3441,1572,101
10304,45843,7940,71506.0,3978,19743,12008,530,6090,0,3713,3759,7717,6132,2340,591
10305,41714,3568,86294.0,2202,26964,1251,248,8626,21,1629,2975,7985,6209,2852,195
10306,57249,5065,97746.0,2617,39494,1883,85,8985,95,1959,4748,11515,8371,4394,222
10307,14821,396,138807.0,227,12665,7,0,693,10,219,1227,2115,2181,1463,58
10308,29996,1738,122654.0,482,24886,229,59,2256,0,1008,1558,5744,5081,2919,306
10309,34918,2074,123638.0,1099,30698,148,33,1390,0,1438,1211,5769,5735,3510,188
10310,25824,3422,106118.0,1636,12927,5627,220,1338,0,2025,3687,4580,2962,1706,224
10311,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
10312,63345,4057,111434.0,1199,50048,800,33,5989,0,1189,5286,10878,10710,5472,394
10314,93539,9341,104655.0,2847,61357,3526,659,17404,0,3279,7314,17121,15696,7328,502
10451,48975,15676,37111.0,9173,6413,23345,273,557,285,12202,5900,6563,4823,1863,66
10452,76745,26773,37854.0,13950,8949,26617,763,705,24,28945,10742,10642,4924,1734,109
10453,78270,26120,35482.0,14325,8812,25647,1306,998,297,28171,13039,12028,5512,1604,118
10454,40368,17197,27500.0,7566,4879,12168,1044,243,547,15993,5494,5070,2498,833,57
10455,42940,14098,36701.0,8305,3655,13034,542,654,102,17733,7220,5431,3228,918,42
10456,86958,31548,35676.0,16940,8911,41291,1211,723,0,22861,11961,12420,5477,1844,67
10457,79375,26848,44911.0,13133,7143,33115,904,573,46,22418,15176,11768,4819,1744,125
10458,78741,22418,42107.0,12896,8937,14395,1371,3022,11,42951,8054,10303,5307,1715,179
10459,49753,16463,39276.0,8494,3912,17104,491,558,148,19620,7920,6276,2994,1029,59
10460,61101,20584,36067.0,11896,6553,22229,685,610,0,19080,11944,8870,4679,1062,133
10461,50900,8320,65023.0,4024,20438,5128,480,6956,0,12850,5048,8772,6009,2765,618
10462,75452,14539,63460.0,7219,11771,18307,868,13732,10,23970,6794,12522,9077,4175,302
10463,69373,13246,72952.0,6514,26634,10503,1119,2788,33,16549,11747,7421,10987,7289,1040
10464,4273,253,100306.0,182,2849,61,0,91,0,947,325,724,652,678,204
10465,46457,6168,90255.0,2708,20938,6164,298,2676,134,9192,7055,7321,5649,3098,224
10466,74061,14540,66328.0,7111,4418,47389,745,1477,0,14899,5133,12438,8124,3953,311
10467,96304,25338,47806.0,13244,15203,29859,1338,6267,36,32776,10825,14975,8825,4277,359
10468,79825,20942,46624.0,11482,8601,19158,1220,1852,173,36602,12219,13822,5329,2104,195
10469,69855,10226,76018.0,5260,8760,39845,453,4407,43,11096,5251,11167,8579,4017,400
10470,15558,1720,81134.0,920,6499,5290,187,410,0,1831,1341,2603,3410,1267,112
10471,23400,1265,108738.0,515,13377,2076,192,1069,0,3031,3655,2173,4533,3302,1127
10472,63820,19923,43125.0,8479,4455,17362,776,5164,51,30286,5726,10803,4062,1155,54
10473,59778,14207,50609.0,7870,7831,24534,412,1454,0,18555,6992,7893,6077,3121,163
10474,11188,3346,41279.0,1594,741,3439,118,46,154,4716,1974,1707,646,380,0
10475,42771,6450,62383.0,3381,3460,27364,306,796,0,6882,3963,7751,5237,3039,44
10501,1426,120,231607.0,0,1405,0,0,0,0,0,21,88,394,321,28
10502,5875,205,,22,3896,98,0,763,0,346,772,406,1208,1141,163
10503,127,0,,0,127,0,0,0,0,0,0,0,18,63,19
10504,7853,327,247433.0,28,6016,150,0,595,0,446,646,379,2279,1226,202
10505,1295,23,145250.0,41,988,8,0,119,0,77,103,171,302,252,14
10506,6246,180,,8,5396,119,0,153,0,202,376,175,1610,1303,121
10507,6044,434,106213.0,104,3368,459,4,867,0,489,857,588,1000,601,47
10509,20055,1486,120987.0,105,13941,577,13,678,0,3208,1638,3123,3891,2074,190
10510,10027,510,215568.0,89,7859,134,0,763,0,248,1023,461,2243,1816,418
10511,2296,86,127375.0,34,1413,173,5,134,0,188,383,351,434,239,12
10512,24238,1525,124519.0,406,18437,1087,81,438,17,2005,2173,4116,4217,2754,228
10514,12227,411,,0,8784,487,0,1549,3,308,1096,343,2486,2252,570
10516,5607,376,135922.0,91,5022,265,0,56,0,26,238,573,1253,1010,82
10517,551,24,110417.0,18,349,18,0,35,0,98,51,92,86,19,4
10518,789,43,167368.0,0,738,0,0,32,0,0,19,0,371,86,37
10519,188,0,,0,60,0,0,128,0,0,0,60,47,0,0
10520,12208,566,140018.0,100,9935,529,3,385,0,699,657,1142,2868,1807,382
10522,11464,661,167927.0,100,8182,400,10,1201,0,741,930,777,2059,2263,205
10523,9773,686,115809.0,212,3445,2147,92,1048,0,1883,1158,1100,2237,699,127
10524,4298,371,125568.0,20,3720,59,0,44,0,153,322,693,806,712,66
10526,2040,30,,0,1625,8,0,196,0,26,185,85,470,491,52
10527,587,0,219698.0,0,461,51,0,0,0,75,0,27,164,159,0
10528,13822,859,151193.0,214,10260,440,0,1392,0,998,732,1147,3185,1592,163
10530,13955,796,118114.0,161,9687,1005,2,1439,0,573,1249,1278,3926,2446,290
10532,5253,275,134662.0,5,4535,63,0,204,0,252,199,673,966,750,134
10533,7337,113,171250.0,9,5706,75,0,627,0,274,655,171,1499,1593,242
10535,323,84,,0,146,47,0,0,0,130,0,17,39,92,0
10536,11010,795,239063.0,13,9159,205,32,388,0,214,1012,652,2920,1645,374
10537,2418,143,126354.0,105,1980,2,0,57,0,0,379,366,321,461,21
10538,17709,467,186555.0,47,14078,733,16,656,0,414,1812,670,4368,3137,485
10540,114,11,,0,22,70,0,0,0,11,11,0,0,0,0
10541,26137,775,133929.0,273,20626,450,20,682,0,2349,2010,3447,4426,2856,238
10542,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
10543,21022,1526,128418.0,676,13445,1125,287,1075,0,2839,2251,1734,4306,2570,330
10545,182,107,,0,120,12,0,9,0,41,0,29,9,61,37
10546,1229,25,213250.0,0,913,2,0,206,0,0,108,12,331,288,0
10547,7361,417,155295.0,309,4583,1211,8,193,0,640,726,768,1632,951,105
10548,4302,332,140000.0,70,3212,201,0,14,0,286,589,573,670,384,43
10549,15858,1167,122327.0,478,10715,895,0,440,0,2632,1176,1329,3010,2372,379
10550,40072,7320,56903.0,4589,2997,27600,392,475,0,3779,4829,7136,3881,2338,310
