ZIP Code,Total Population,Poverty Count,Median Household Income,SNAP Households,White Population,Black Population,American Indian Population,Asian Population,Pacific Islander Population,Other Race Population,Two or More Races Population,High School Graduate,Bachelor's Degree,Master's Degree,Doctorate Degree
00601,16721,10199,18571.0,3219,13904,314,7,19,0,1120,1357,3356,1678,408,15
00602,37510,17504,21702.0,7138,13781,520,73,44,0,1732,21360,6328,5275,1297,116
00603,48317,22683,19243.0,10261,35550,1572,32,8,0,6231,4924,10799,5980,2332,427
00606,5435,2984,20226.0,1056,3697,12,0,15,0,1332,379,1304,271,182,0
00610,25413,11145,23732.0,4936,6582,525,1,0,0,2437,15868,4899,3402,877,29
00611,1522,610,22566.0,361,861,49,0,0,0,547,65,263,248,45,19
00612,62462,25221,23831.0,12220,16305,1279,40,517,0,16392,27929,12577,10338,2208,669
00616,9836,4383,21391.0,1865,2238,487,0,152,0,2189,4770,2556,1569,169,65
00617,22699,10185,22010.0,4962,5141,678,64,284,0,5306,11226,5083,3101,806,154
00622,7950,3517,26682.0,1357,3948,383,29,0,0,2435,1155,1306,1018,325,97
00623,39005,14496,25614.0,6895,19851,2052,169,200,0,10535,6198,6391,6473,1388,565
00624,21374,10916,21091.0,4334,16401,358,0,24,0,2928,1663,4014,3128,454,93
00627,32753,12696,26094.0,6672,24474,727,46,0,0,5087,2419,5899,3791,1041,319
00631,1357,739,18295.0,352,1293,8,0,0,0,53,3,191,300,50,0
00636,1071,841,,215,754,0,0,0,0,247,70,188,165,28,0
00637,22884,10146,20665.0,3265,13227,181,19,10,0,6594,2853,5221,4087,631,77
00638,17410,10040,20878.0,4142,6008,922,243,80,0,1497,8660,3645,1883,250,66
00641,23962,12807,17839.0,5410,12759,389,18,67,0,8561,2168,4412,3212,528,44
00646,36099,10583,33184.0,4554,11388,2014,32,0,0,3988,18677,6483,6640,1703,465
00647,4611,2852,20357.0,1071,2268,234,0,4,0,1795,310,1361,434,74,0
00650,13457,7090,19811.0,3478,4380,98,0,233,0,2823,5923,3004,1542,275,0
00652,4492,1472,31653.0,798,1156,73,37,48,0,548,2630,904,836,149,29
00653,8665,5632,15225.0,2274,5188,239,0,0,0,2571,667,2267,685,290,1
00656,17815,8695,21511.0,3867,14043,407,36,20,0,2181,1128,3345,2575,603,76
00659,37203,13713,27297.0,6626,26676,1441,144,5,0,4504,4433,6461,6159,2100,318
00660,15439,6171,24829.0,2860,4525,516,0,0,0,9376,1022,3109,2874,609,49
00662,40705,18888,20673.0,6727,21410,2591,75,33,28,9978,6590,8486,6119,1518,75
00664,14816,8160,18065.0,3257,8374,312,0,0,0,4695,1435,3190,1628,470,0
00667,23116,12174,18729.0,4507,11726,771,19,0,0,7648,2952,4514,2959,606,82
00669,27534,14988,19198.0,6997,22257,580,15,0,0,2725,1957,4491,3129,1039,112
00670,8553,4574,16278.0,1657,5309,262,0,0,0,2373,609,2191,809,147,25
00674,39288,18162,20039.0,7142,9716,840,0,39,0,6265,22428,8324,5020,1390,203
00676,36836,16834,21230.0,7271,27681,1518,116,0,0,4190,3331,7879,5020,1194,320
00677,15432,6870,24746.0,2548,3340,354,20,0,0,1056,10662,2864,2335,414,149
00678,24848,11209,22994.0,4990,14542,755,77,0,0,5938,3536,4746,2994,761,190
00680,42817,22153,17857.0,9426,7318,770,28,33,0,31073,3595,7451,5563,1435,406
00682,29939,15900,18067.0,6183,4197,888,43,84,0,21606,3121,4489,3701,1292,535
00683,29431,14721,18231.0,5672,19643,307,0,9,41,6627,2804,6584,3987,909,253
00685,40323,20937,17909.0,8976,29008,907,41,0,0,6463,3904,7300,5192,1214,261
00687,28534,13879,23010.0,6096,7887,1336,12,0,0,3399,15900,6119,3330,762,157
00688,10985,5691,18014.0,2352,1915,84,0,26,0,5911,3049,2514,1442,197,72
00690,6275,3108,24386.0,872,4399,227,0,0,0,632,1017,1176,855,190,24
00692,32717,13201,25486.0,6104,6943,1429,0,0,0,8429,15916,5934,4181,1539,275
00693,55725,23418,24072.0,9703,14222,2559,0,10,0,11515,27419,11260,7983,1753,177
00694,125,59,15938.0,43,0,0,0,0,0,55,70,33,0,13,0
00698,32945,14695,21921.0,5839,24225,646,24,0,0,4610,3440,8102,4971,1276,311
00703,24642,10963,22147.0,5645,8884,1944,312,0,0,6129,7373,5519,2912,464,134
00704,6433,2788,23330.0,1181,1090,559,0,0,0,386,4398,1768,658,72,18
00705,24475,10901,21806.0,4925,5103,1289,130,0,0,1077,16876,6137,3139,853,336
00707,10400,5520,19173.0,2073,858,2060,0,0,0,6615,867,2146,621,318,58
00714,15573,8463,18931.0,3803,6951,3094,0,0,0,2687,2841,3245,2395,531,83
00715,2003,1329,15743.0,541,537,173,0,0,0,252,1041,566,125,46,0
00716,27705,13557,19522.0,6251,12466,1503,39,0,0,2864,10833,5086,4828,1343,603
00717,14651,7520,13282.0,3932,6372,598,22,12,0,1762,5885,3017,2378,848,167
00718,23174,11068,21481.0,4308,4507,298,0,0,0,17288,1081,6129,2997,771,101
00719,29732,15034,21089.0,5231,9916,2130,0,34,0,1840,15812,5373,3400,763,153
00720,20974,10894,19049.0,4137,7324,936,8,0,0,3103,9603,4445,2221,558,8
00723,15835,7528,23599.0,3320,777,3269,0,0,0,11065,724,3401,1702,863,56
00725,76246,30008,27505.0,14258,34630,6578,234,224,28,17923,16629,13766,12405,3220,958
00727,53412,16884,33403.0,7719,23179,4876,103,186,0,12702,12366,9112,10185,3880,1032
00728,37322,18025,20351.0,7269,18795,2166,20,95,0,5118,11128,7663,5548,1470,342
00729,47653,15732,28765.0,8751,10542,6978,38,313,0,18366,11416,8158,6800,2252,375
00730,31976,16527,18077.0,7314,10431,1343,6,0,0,2105,18091,5954,4842,1499,541
00731,10221,5744,16917.0,2326,4012,390,0,0,0,542,5277,2370,1370,243,73
00735,11159,4630,23009.0,2112,1887,534,36,56,0,7152,1494,2955,1433,218,128
00736,45528,16803,28652.0,8214,16219,3993,459,71,0,12695,12091,10597,6834,2021,806
00738,29797,12093,25365.0,5490,6300,1817,19,147,0,10048,11466,6284,5199,1078,152
00739,34595,12705,26801.0,6423,11636,3876,262,23,0,10859,7939,8040,5013,1287,417
00740,1959,1021,23173.0,404,537,52,0,0,0,768,602,415,355,0,0
00741,3733,1901,25827.0,493,464,204,0,0,0,2832,233,1036,465,55,10
00745,47077,17184,26980.0,8134,8796,5489,107,161,0,15758,16766,9099,7301,1699,191
00751,19596,9591,20947.0,4392,3501,2251,43,0,0,999,12802,5478,2237,536,43
00754,36822,16503,21193.0,7711,2413,6269,0,103,0,26050,1987,6538,3711,1419,269
00757,19974,9079,23350.0,3678,3749,1471,10,31,0,956,13757,4870,3312,599,168
00765,8147,4850,17531.0,1391,1028,222,0,17,0,6252,628,2656,330,138,277
00766,21829,9081,24906.0,4659,7573,2219,16,0,0,2755,9266,4530,2722,591,129
00767,30453,14928,21414.0,7555,2088,5911,0,11,0,21437,1006,5599,3336,699,97
00769,33953,17703,20514.0,7443,6241,2769,9,0,0,1381,23553,9863,4571,918,336
00771,35165,13290,25662.0,6698,2808,5873,20,29,0,25580,855,5856,5275,1965,124
00772,16961,8711,18408.0,4056,1210,6801,0,19,0,7693,1238,4417,1478,199,34
00773,17631,7707,23769.0,3608,3507,1131,0,48,0,6440,6505,3869,2154,570,275
00775,1281,267,27614.0,136,326,22,0,11,0,892,30,313,131,5,0
00777,37243,12557,28175.0,7018,13338,5802,38,28,0,11056,6981,7301,4778,1148,139
00778,40391,12871,39564.0,5471,13951,4195,112,72,0,11809,10252,6438,7197,1905,334
00780,13612,5512,26483.0,2147,3743,1015,0,0,0,736,8118,2363,2031,707,246
00782,18397,9816,17090.0,3441,6019,1786,0,0,0,2342,8250,3752,2010,367,57
00783,34266,14794,24429.0,6226,10787,2553,25,26,0,5942,14933,6661,4254,1034,53
00784,35405,16215,20347.0,8300,17211,3421,21,0,0,4872,9880,8445,3845,1370,418
00786,135,72,,21,55,61,0,0,0,0,19,37,0,0,0
00791,45912,17133,25925.0,7881,6865,2579,0,234,0,33951,2283,11776,6461,2229,420
00794,28450,14008,22128.0,5627,11714,1912,1,0,0,2735,12088,5798,3854,604,42
00795,43212,18578,23391.0,8166,6493,1962,8,1,0,1812,32936,8667,6571,1771,152
00901,6762,2320,25810.0,906,2752,473,1,1,0,1200,2335,1055,1232,737,201
00906,46,0,,0,46,0,0,0,0,0,0,0,8,8,0
00907,15911,3901,42116.0,1140,6041,1457,27,175,0,2591,5620,1594,4208,1937,482
00909,5466,2336,26066.0,879,1669,662,53,15,0,1551,1516,635,994,413,92
00911,7430,2021,44008.0,612,2705,366,32,329,0,1516,2482,693,1930,870,260
00912,6219,1895,29418.0,617,1186,592,13,7,0,2578,1843,892,1210,365,164
00913,6700,4885,6229.0,2126,1303,236,0,76,0,3795,1290,1282,679,161,107
00915,24484,16161,14502.0,5592,2536,2635,43,21,17,14553,4679,5478,1959,223,166
00917,18216,9105,19516.0,3247,4785,1130,8,9,0,7566,4718,3754,2750,1174,130
00918,16379,4744,36872.0,2091,3979,680,38,47,25,4027,7583,1743,4369,1425,577
00920,16403,5936,29914.0,2238,6258,2819,29,0,0,3294,4003,2231,3522,865,254
00921,34197,15416,21797.0,5929,11588,5339,150,13,0,6958,10149,4902,5251,1882,566
00923,24826,12298,18482.0,5416,5137,2595,0,43,0,10743,6308,5172,3012,1078,257
00924,47800,21933,22433.0,9420,18112,8171,70,14,0,11429,10004,7893,6983,2185,459
00925,4777,2506,14940.0,945,1504,516,52,45,0,1534,1126,552,820,383,71
00926,93308,23812,39543.0,10065,34046,8249,277,107,0,15998,34631,10362,21680,8476,2991
00927,13675,3193,39838.0,1156,5637,756,60,39,0,2069,5114,1013,4107,1564,474
00934,80,0,,0,58,0,0,0,0,0,22,0,11,20,0
00949,66714,21451,33380.0,9422,17795,4040,255,28,0,28429,16167,10510,10837,2961,409
00950,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
00951,399,213,22222.0,79,50,95,0,0,0,125,129,105,26,18,0
00952,8488,3388,21960.0,1923,1918,1011,11,0,0,4132,1416,1366,874,188,63
00953,66475,22024,33888.0,7961,23388,3064,0,120,0,13074,26829,11812,10243,2829,528
00956,67050,24751,28674.0,10080,15405,3125,63,33,0,21926,26498,10746,11051,2474,464
00957,40357,13684,29663.0,6250,10408,2431,67,181,0,13681,13589,6789,7141,1452,246
00959,46409,15830,31400.0,6629,12108,2877,82,90,0,15709,15543,7056,9132,2358,395
00960,3340,34,,0,588,231,0,0,0,1070,1451,1229,133,0,12
00961,28891,8108,37015.0,3530,7760,1416,0,96,10,9207,10402,3798,5956,1799,491
00962,19213,9524,20134.0,4309,4942,1753,44,0,0,3967,8507,4645,1897,422,93
00965,5886,2719,16516.0,1113,1814,1085,0,30,0,1021,1936,1651,430,60,0
00966,17715,3319,56421.0,1137,6083,387,0,16,0,3542,7687,1418,5317,2101,417
00968,3488,339,60353.0,203,1358,88,0,33,0,629,1380,189,1147,547,200
00969,41619,8393,58205.0,3209,13353,1953,127,101,0,10868,15217,3947,10605,4695,1641
00971,25499,8218,32098.0,3815,6633,1174,39,0,0,8062,9591,3780,4586,1089,377
00976,61306,18266,38087.0,8049,24870,7355,288,89,0,8207,20497,8944,12525,3417,820
00979,15597,3602,35521.0,1588,4867,838,52,95,0,5474,4271,1774,3857,1412,445
00982,13839,5706,26550.0,2165,3863,2435,0,47,0,4704,2790,2436,2431,513,73
00983,31583,9834,33930.0,4576,9030,4840,20,38,0,9883,7772,6155,5667,1250,312
00985,31783,8721,35012.0,4983,8292,4955,0,54,0,10896,7586,6983,5503,1221,90
00987,55039,15022,40295.0,6755,15101,6945,139,127,19,17795,14913,8278,11575,3022,486
01001,16136,1130,71924.0,707,14018,599,0,610,0,247,662,2928,2660,1256,226
01002,24726,4982,69411.0,879,17855,1158,51,2117,93,640,2812,914,2894,4084,2197
01003,12458,9,,0,7627,669,0,2801,0,69,1292,4,5,30,18
01005,4786,588,97390.0,237,4446,74,0,0,0,0,266,1093,579,509,82
01007,15406,1340,99056.0,608,13393,399,24,454,0,343,793,2407,2481,1961,403
01008,1324,63,90625.0,50,1266,0,0,0,0,0,58,419,182,99,3
01009,790,118,70763.0,57,790,0,0,0,0,0,0,102,195,27,0
01010,3694,216,101477.0,127,3213,53,0,15,0,65,348,632,831,263,44
01011,1205,50,87012.0,45,1174,0,0,0,0,21,10,379,91,89,9
01012,387,40,75526.0,15,377,0,0,0,0,0,10,70,42,22,10
01013,22950,3723,64039.0,2879,15109,1195,24,418,0,3267,2937,4682,2122,1306,124
01020,30230,4202,70971.0,3052,23619,1448,29,636,0,1259,3239,6963,3300,1671,55
01022,2045,343,56307.0,124,1572,214,0,51,0,84,124,424,301,130,7
01026,1005,36,98438.0,36,930,4,2,0,0,4,65,133,210,155,38
01027,17678,1508,73657.0,1001,15401,98,0,225,8,390,1556,2580,3035,2054,298
01028,16283,467,100997.0,421,14029,425,0,300,0,423,1106,2105,2737,1900,151
01029,652,16,99188.0,19,636,0,1,0,0,0,15,135,92,54,19
01030,12374,804,92485.0,534,11469,216,0,59,0,128,502,2533,1710,1144,103
01031,1715,192,58125.0,109,1587,0,0,0,0,42,86,365,121,109,14
01032,503,54,79583.0,26,493,0,0,0,0,5,5,61,120,71,7
01033,6088,281,110188.0,95,5681,119,0,23,0,104,161,1176,1057,519,58
01034,2100,200,103603.0,23,1933,22,5,7,0,6,127,408,375,148,49
01035,5299,161,117580.0,179,4727,0,0,122,0,52,398,638,1515,729,263
01036,4937,96,110703.0,63,4613,0,0,31,0,118,175,726,814,520,14
01037,486,21,84022.0,0,460,1,1,8,0,0,16,128,113,20,12
01038,2534,144,112083.0,36,2243,9,20,16,0,92,154,256,700,238,57
01039,1660,66,115114.0,31,1592,10,14,0,0,8,36,174,339,346,42
01040,37949,8774,51892.0,5802,22873,1609,211,314,0,4044,8898,6439,4130,1769,359
01050,2573,277,96328.0,92,2422,40,20,0,0,3,88,517,412,174,9
01053,2033,167,88646.0,9,1764,165,0,18,0,42,44,359,471,304,71
01054,1704,154,113750.0,66,1527,14,0,66,0,3,94,151,307,375,178
01056,20846,1713,78981.0,1279,18405,384,0,172,0,418,1467,4500,2693,965,86
01057,8200,984,90436.0,391,7644,53,0,133,0,81,289,2010,1273,417,60
01060,15237,2022,75077.0,1102,12595,192,9,448,4,831,1158,991,3230,2736,985
01062,9188,983,87800.0,529,8066,156,8,79,0,353,526,882,1760,1364,277
01063,2121,0,,0,1269,94,0,548,0,12,198,0,0,1,10
01066,115,67,,26,115,0,0,0,0,0,0,41,14,0,0
01068,1623,98,96207.0,73,1484,32,0,0,0,12,95,279,295,140,22
01069,9077,756,79725.0,900,7871,266,0,0,0,78,862,1955,1059,496,72
01070,593,89,72083.0,19,521,1,7,1,0,4,59,116,100,95,8
01071,1219,55,107292.0,38,1096,29,0,1,0,14,79,392,198,37,33
01072,1447,74,103188.0,60,1274,16,0,10,0,20,127,167,354,263,109
01073,6212,205,125534.0,202,5626,17,0,77,0,8,484,888,1184,483,49
01074,749,312,76859.0,131,749,0,0,0,0,0,0,275,18,0,0
01075,17410,1103,93646.0,599,15391,239,0,838,0,159,783,2327,3129,1983,497
01077,9222,563,108833.0,248,8424,43,66,90,0,205,394,2108,1498,898,21
01079,282,47,,42,240,1,0,0,0,41,0,98,40,0,0
01080,2308,131,87188.0,144,1941,127,0,30,0,13,197,782,229,76,0
01081,1704,87,87337.0,101,1584,10,0,6,3,22,79,394,190,78,3
01082,10418,982,71023.0,1054,9594,270,0,12,0,255,287,2634,1370,489,88
01083,2746,289,92558.0,379,2443,32,0,147,0,0,124,549,493,200,0
01084,101,11,91667.0,7,101,0,0,0,0,0,0,15,33,15,0
01085,41466,4183,83821.0,2796,35435,444,25,1488,48,1448,2578,7384,5919,2633,368
01088,654,50,53472.0,34,623,0,0,31,0,0,0,44,52,53,24
01089,28635,2981,70401.0,2773,21801,1347,47,1869,0,1607,1964,5307,4274,2220,267
01092,1123,36,70938.0,31,1087,36,0,0,0,0,0,332,237,105,0
01093,149,4,,0,149,0,0,0,0,0,0,57,51,0,4
01094,64,0,109000.0,5,64,0,0,0,0,0,0,11,5,0,0
01095,14615,615,124682.0,444,12873,616,0,177,16,138,795,2064,2849,2075,237
01096,2566,128,105729.0,39,2362,17,7,59,0,0,121,378,526,436,86
01097,45,0,,9,45,0,0,0,0,0,0,17,0,0,0
01098,1019,39,93000.0,28,942,0,7,21,0,6,43,215,204,140,20
01103,2336,1035,21458.0,745,896,459,42,52,10,218,659,298,307,247,0
01104,21745,4717,47530.0,3582,8103,2964,30,217,25,2715,7691,4336,945,765,2
01105,11469,5340,22994.0,2908,2689,2275,1,22,0,2294,4188,1788,291,180,34
01106,15961,630,143961.0,241,13764,268,33,977,0,15,904,856,3642,2253,538
01107,12270,4505,31969.0,2076,3972,1103,0,216,0,3019,3960,1640,540,344,25
01108,27409,8585,51851.0,3340,10642,5385,44,1924,0,3929,5485,4114,1861,1296,199
01109,31418,6895,46821.0,4072,9647,10499,412,435,0,4022,6403,4619,1820,926,188
01118,15009,2371,80906.0,1017,9181,2306,115,625,0,942,1840,2641,1621,1111,142
01119,14059,1683,59172.0,1277,7089,3178,87,573,0,1148,1984,3319,1033,575,75
01128,3252,270,92125.0,150,2479,250,0,60,0,106,357,590,433,300,22
01129,5993,747,92500.0,456,4011,664,21,96,0,309,892,1213,983,411,20
01144,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
01151,9627,1601,57113.0,1406,4284,1828,0,123,0,1218,2174,1688,707,314,46
01201,45072,6061,68879.0,4324,36286,2307,178,624,0,1286,4391,7981,6923,3387,338
01220,8106,1179,56285.0,713,7698,38,4,67,0,56,243,2134,1090,435,12
01222,611,12,84583.0,8,584,0,0,0,0,20,7,96,133,40,0
01223,2588,210,82773.0,123,2385,3,0,38,0,8,154,528,420,275,45
01224,201,6,,0,201,0,0,0,0,0,0,48,36,7,0
01225,3234,307,72028.0,192,3015,9,0,63,0,0,147,584,453,219,14
01226,6304,329,81168.0,444,6009,36,0,46,0,5,208,1345,1047,667,57
01229,213,0,,0,213,0,0,0,0,0,0,93,51,0,5
01230,8813,393,82871.0,243,7731,142,11,50,0,447,432,1519,1720,1040,209
01235,2456,195,76699.0,125,2329,4,2,12,0,18,91,547,273,145,10
01236,1593,49,91172.0,39,1309,7,0,221,0,0,56,186,302,339,63
01237,2269,143,84419.0,38,2157,28,0,74,0,0,10,465,353,334,22
01238,5893,378,74469.0,235,5379,0,12,109,0,162,231,1213,848,1193,85
01240,5024,423,99745.0,109,4617,51,0,13,0,221,122,821,1162,531,145
01242,165,11,,41,165,0,0,0,0,0,0,0,0,0,0
01243,196,25,89063.0,2,183,0,4,0,0,0,9,62,47,18,3
01244,243,8,59655.0,7,230,0,0,0,0,0,13,81,23,39,0
01245,828,60,113750.0,11,756,9,0,3,0,51,9,63,100,84,77
01247,14967,2206,55544.0,1671,13469,169,33,399,0,239,658,3598,1643,972,185
01253,903,24,108068.0,19,869,0,0,4,9,0,21,173,201,125,3
01254,962,51,113304.0,19,866,52,0,7,0,6,31,148,260,137,26
01255,850,32,85417.0,17,770,17,0,2,0,0,61,163,80,78,20
01256,733,107,55000.0,44,712,3,1,0,0,7,10,209,99,19,12
01257,2331,269,80227.0,53,2222,2,0,66,0,11,30,511,251,329,75
01258,191,4,127813.0,2,186,0,0,0,0,0,5,27,36,23,6
01259,778,12,125795.0,4,726,35,0,0,0,10,7,118,110,74,15
01260,20,0,,0,20,0,0,0,0,0,0,20,0,0,0
01262,1652,214,142679.0,68,1533,52,4,8,0,0,55,274,232,368,115
01264,184,9,85313.0,8,181,0,0,0,0,0,3,20,42,29,11
01266,919,91,98828.0,18,853,0,19,11,0,20,16,83,263,205,32
01267,7985,617,98750.0,171,6535,254,6,483,0,176,531,634,1044,1160,564
01270,1002,39,104961.0,21,834,0,2,9,0,0,157,171,169,101,23
01301,17876,2677,54347.0,2209,15852,441,15,339,9,587,633,3144,2755,1589,335
01330,1711,172,81691.0,44,1521,2,0,16,0,77,95,282,359,274,50
01331,13865,1805,68345.0,1209,12702,347,4,54,0,252,506,2966,1441,453,97
01337,2515,172,79274.0,138,2287,3,1,33,0,6,185,614,392,197,17
01338,79,0,,0,76,0,0,0,0,3,0,50,0,12,0
01339,1361,116,72841.0,62,1287,0,0,16,0,23,35,270,244,110,35
01340,1807,118,82578.0,100,1697,23,0,14,0,0,73,416,219,211,28
01341,1605,55,93250.0,26,1532,0,12,7,0,8,46,174,320,306,103
01342,1313,226,100917.0,58,983,74,0,5,0,0,251,214,201,203,53
01343,190,18,84271.0,4,180,0,0,0,0,10,0,51,20,4,14
01344,1639,98,74550.0,109,1553,27,1,0,0,0,58,430,184,99,4
01346,453,28,111150.0,40,420,0,0,8,0,0,25,108,108,48,6
01347,114,0,72500.0,0,80,0,0,19,0,15,0,0,28,13,10
01349,753,130,69712.0,92,690,0,5,17,0,0,41,142,36,26,26
01350,115,27,64375.0,6,103,0,0,0,0,0,12,38,13,6,0
01351,2644,230,99375.0,94,2465,5,22,22,0,0,130,329,533,313,72
01354,1831,122,90000.0,75,1652,77,0,27,0,6,69,320,449,150,38
01355,963,102,80327.0,12,767,0,2,0,0,78,116,157,187,81,3
01360,2875,241,102470.0,83,2725,15,0,1,0,20,114,530,507,352,67
01364,7668,1614,54061.0,696,6983,60,10,53,0,9,553,2024,615,242,17
01366,1173,102,107656.0,32,1038,8,0,7,3,25,92,204,174,163,33
01367,574,71,89375.0,30,498,0,0,2,0,16,58,103,88,35,9
01368,1497,197,101875.0,53,1394,5,0,5,0,57,36,267,163,83,17
01370,3641,442,76715.0,215,3206,14,0,56,0,50,315,527,779,543,43
01373,4784,247,102578.0,137,4571,56,0,1,0,0,156,646,814,547,90
01375,3653,685,61442.0,77,2727,113,12,583,0,70,148,257,821,466,130
01376,5032,507,57857.0,532,4452,34,0,43,0,243,260,1273,594,436,68
01378,861,67,95000.0,44,814,0,0,9,0,3,35,207,200,76,29
01379,742,93,68750.0,68,606,28,0,13,0,9,86,118,144,115,44
01380,32,7,70893.0,0,32,0,0,0,0,0,0,10,12,3,0
01420,41677,6263,70334.0,4266,26820,2929,91,859,2,3227,7749,7551,4725,1618,167
01430,6450,599,115146.0,124,5662,48,12,285,0,73,370,696,1089,555,70
01431,3188,89,110536.0,24,3025,0,0,14,0,0,149,565,567,412,36
01432,8124,608,105142.0,366,6069,281,6,329,0,379,1060,1003,1305,768,210
01434,1889,161,109651.0,15,1186,497,25,156,0,2,23,266,268,83,38
01436,3720,480,88421.0,170,3517,52,0,0,0,71,80,709,319,95,8
01438,192,3,,22,190,2,0,0,0,0,0,27,47,7,0
01440,21298,2853,63526.0,2060,17360,999,33,580,0,522,1804,4409,2529,1002,76
01450,11228,479,189355.0,88,9538,114,0,676,0,71,829,761,2528,1685,296
01451,5359,244,206607.0,38,4610,0,0,252,0,0,497,275,1519,1026,192
01452,4339,315,102344.0,137,3887,175,14,110,0,18,135,711,696,233,1
01453,43635,4311,82098.0,3064,31951,2373,26,1329,0,2719,5237,8685,6240,3216,444
01460,10150,599,146250.0,335,8530,61,35,950,0,140,434,1094,1919,1671,376
01462,11822,611,109884.0,349,10291,252,0,399,0,432,448,1921,2310,1152,173
01463,11693,759,126824.0,287,10113,313,0,659,0,58,550,1730,1989,1492,155
01464,7017,122,121875.0,207,5784,461,3,177,13,351,228,1190,1274,617,78
01468,4157,196,110938.0,183,3746,0,0,78,0,0,333,817,713,302,63
01469,6803,440,113162.0,175,5924,271,0,299,0,46,263,1089,1350,490,42
01473,8289,219,101161.0,124,8029,0,0,53,8,0,199,1711,1352,1049,107
01474,2249,211,130156.0,70,2070,0,0,0,0,56,123,568,325,141,15
01475,10194,1071,85638.0,648,8880,162,0,345,0,164,643,2004,1058,510,58
01501,16780,734,101929.0,782,14994,146,0,515,0,236,889,2886,2918,1918,157
01503,3311,155,122411.0,96,2989,62,0,74,0,25,161,667,913,441,70
01504,9211,449,98986.0,314,7795,288,0,183,25,171,749,1960,1564,606,91
01505,4896,427,124732.0,62,4493,14,0,155,0,33,201,447,1294,761,58
01506,3442,243,71875.0,124,3198,17,0,25,0,109,93,972,502,158,16
01507,13359,443,119809.0,412,12372,57,0,64,0,76,790,2546,2088,1231,101
01510,15430,1290,93849.0,635,12318,429,15,283,0,1000,1385,2471,2332,1075,339
01515,2120,90,76382.0,68,1955,5,0,20,0,28,112,631,321,91,7
01516,9287,460,147859.0,215,8663,48,0,102,0,180,294,1562,1788,803,101
01518,2835,209,111193.0,257,2660,63,0,0,0,54,58,480,434,449,10
01519,7738,378,153750.0,18,6447,21,0,757,0,67,446,820,2050,1035,143
01520,16864,597,147582.0,284,14500,485,12,401,24,156,1286,1497,3462,2350,579
01521,2576,130,86806.0,88,2315,0,27,147,0,0,87,546,452,177,9
01522,3021,180,118824.0,23,2693,81,24,118,0,0,105,296,605,408,33
01523,8470,220,130444.0,353,7285,413,13,21,0,158,580,1050,2121,786,80
01524,6110,244,93191.0,144,5432,373,0,23,0,106,176,994,760,464,77
01525,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
01527,13899,533,116000.0,509,11493,122,24,713,0,192,1355,2694,1946,1193,124
01529,3156,185,115789.0,49,2870,38,0,24,0,101,123,597,494,198,10
01531,925,109,99375.0,16,865,25,0,3,0,3,29,172,173,66,10
01532,15694,563,174358.0,275,12100,563,10,1724,0,414,883,1289,3625,3001,415
01534,6097,230,134539.0,178,5433,230,0,119,10,67,238,959,1141,565,75
01535,4739,549,81010.0,196,4512,46,0,6,0,14,161,1312,583,256,8
01536,7119,640,105795.0,374,5393,179,49,612,0,49,837,906,1487,750,175
01537,1821,179,94261.0,74,1689,80,0,0,0,0,52,206,276,62,37
01540,11521,493,118389.0,754,10389,57,0,103,0,302,670,2697,1239,829,62
01541,3500,153,150577.0,48,3296,12,0,0,0,37,155,308,913,529,68
01542,2572,47,107674.0,91,2228,147,0,0,0,57,140,547,264,285,0
01543,9202,195,155504.0,251,8539,74,0,228,5,53,303,1301,1550,722,120
01545,38440,1471,136225.0,792,24642,1201,0,9090,0,631,2876,3390,8070,6980,1501
01550,17806,2842,59397.0,2526,11705,808,158,134,0,1252,3749,3420,1448,534,58
01560,4914,239,98884.0,67,3237,142,0,808,0,161,566,906,834,622,46
01561,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
01562,11961,915,79086.0,494,11016,94,0,65,0,275,511,2899,1517,813,101
01564,8111,346,136027.0,214,7308,76,16,13,0,41,657,1040,1906,1016,222
01566,7054,92,135802.0,169,6312,89,34,245,0,141,233,899,1383,819,102
01568,7926,175,161429.0,135,7134,97,17,218,0,95,365,900,1661,1154,71
01569,14127,571,122458.0,305,12690,285,129,280,0,171,572,2563,2540,1192,75
01570,17674,2644,68934.0,1370,13146,1027,32,303,0,1540,1626,3640,2351,657,55
01571,11886,819,85179.0,664,10342,560,0,347,0,154,483,2030,1268,501,52
01581,21591,1072,134474.0,334,13319,676,24,4961,0,1274,1337,1853,4383,3849,990
01583,7516,554,100427.0,230,6627,263,0,64,0,210,352,1085,1507,783,113
01585,4942,449,70753.0,221,4609,0,45,0,0,56,232,1130,807,247,18
01588,10357,1093,88735.0,576,9117,40,0,72,0,350,778,1799,1370,680,40
01590,9287,420,155938.0,163,8352,77,0,112,0,234,512,1443,1587,1174,204
01602,25791,3176,94351.0,1683,17639,2546,20,1524,81,1076,2905,3266,4213,2490,781
01603,21034,3522,63646.0,2579,11345,2551,218,2466,31,1084,3339,3431,2410,941,139
01604,39988,6035,72911.0,3803,23476,5528,165,2870,41,3289,4619,8265,6033,2045,602
01605,31086,7068,54805.0,4563,16671,4269,110,1424,37,2615,5960,5152,3723,1862,378
